id,season_id,season_startDate,season_endDate,season_currentMatchday,utcDate,status,matchday,stage,group,lastUpdated,score_winner,score_duration,score_fullTime_homeTeam,score_fullTime_awayTeam,score_halfTime_homeTeam,score_halfTime_awayTeam,score_extraTime_homeTeam,score_extraTime_awayTeam,score_penalties_homeTeam,score_penalties_awayTeam,homeTeam_id,homeTeam_name,awayTeam_id,awayTeam_name,referees_0_id,referees_0_name,referees_0_nationality,referees_1_id,referees_1_name,referees_1_nationality,referees_2_id,referees_2_name,referees_2_nationality,referees_3_id,referees_3_name,referees_3_nationality,referees_4_id,referees_4_name,referees_4_nationality,referees_5_id,referees_5_name,referees_5_nationality,referees_6_id,referees_6_name,referees_6_nationality,referees_7_id,referees_7_name,referees_7_nationality,referees_8_id,referees_8_name,referees_8_nationality
200020,1,2018-06-14,2018-07-15,3,2018-06-21T18:00:00Z,FINISHED,2.0,GROUP_STAGE,Group D,2018-06-22T10:00:02Z,AWAY_TEAM,REGULAR,0,3,0,0,,,,,762,Argentina,799,Croatia,56184,Ravshan Irmatov,,56185,Abdukhamidullo Rasulov,,56186,Jakhongir Saidov,,56019,Norbert Hauata,,56020,Bertrand Brial,,43878,Felix Zwayer,,15746,Bastian Dankert,,56025,Corey Rockwell,,43899,Danny Makkelie,
200026,1,2018-06-14,2018-07-15,3,2018-06-22T12:00:00Z,FINISHED,2.0,GROUP_STAGE,Group E,2018-06-22T21:58:16Z,HOME_TEAM,REGULAR,2,0,0,0,,,,,764,Brazil,793,Costa Rica,9558,Björn Kuipers,,9559,Sander van Roekel,,9560,Erwin Zeinstra,,9346,Damir Skomina,,9347,Jure Praprotnik,,43899,Danny Makkelie,,43540,Artur Soares Dias,,55725,Joe Fletcher,,55724,Mark Geiger,
200021,1,2018-06-14,2018-07-15,3,2018-06-22T15:00:00Z,FINISHED,2.0,GROUP_STAGE,Group D,2018-06-22T20:00:02Z,HOME_TEAM,REGULAR,2,0,0,0,,,,,776,Nigeria,1066,Iceland,56176,Matt Conger,,56085,Simon Lount,,56177,Tevita Makasini,,56024,Ricardo Montero,,56063,Hiroshi Yamauchi,,11054,Massimiliano Irrati,,43854,Paweł Gil,,11056,Elenito Di Liberatore,,10988,Gianluca Rocchi,
200027,1,2018-06-14,2018-07-15,3,2018-06-22T18:00:00Z,FINISHED,2.0,GROUP_STAGE,Group E,2018-06-22T23:00:01Z,AWAY_TEAM,REGULAR,1,2,1,0,,,,,780,Serbia,788,Switzerland,43875,Felix Brych,,43876,Mark Borsch,,43877,Stefan Lupp,,56071,Nawaf Shukralla,,56072,Yaser Tulefat,,43878,Felix Zwayer,,15746,Bastian Dankert,,49528,Carlos Astroza,,9374,Clément Turpin,
200038,1,2018-06-14,2018-07-15,3,2018-06-23T12:00:00Z,FINISHED,2.0,GROUP_STAGE,Group G,2018-06-24T11:50:00Z,HOME_TEAM,REGULAR,5,2,3,1,,,,,805,Belgium,802,Tunisia,55667,Jair Marrufo,,56025,Corey Rockwell,,56017,Juan Zumba,,29474,Andrés Cunha,,28776,Nicolás Tarán,,55724,Mark Geiger,,55725,Joe Fletcher,,15746,Bastian Dankert,,43878,Felix Zwayer,
200032,1,2018-06-14,2018-07-15,3,2018-06-23T15:00:00Z,FINISHED,2.0,GROUP_STAGE,Group F,2018-06-23T20:00:02Z,AWAY_TEAM,REGULAR,1,2,0,1,,,,,772,Korea Republic,769,Mexico,9371,Milorad Mažić,,9372,Milovan Ristić,,56231,Dalibor Đurđević,,56010,John Pitti,,56011,Gabriel Victoria,,11116,Daniele Orsato,,49528,Carlos Astroza,,43540,Artur Soares Dias,,15713,Tiago Martins,
200033,1,2018-06-14,2018-07-15,3,2018-06-23T18:00:00Z,FINISHED,2.0,GROUP_STAGE,Group F,2018-06-23T23:00:02Z,HOME_TEAM,REGULAR,2,1,0,1,,,,,759,Germany,792,Sweden,43888,Szymon Marciniak,,43889,Paweł Sokolnicki,,43890,Tomasz Listkiewicz,,49525,Ryūji Satō,,55658,Toru Sagara,,9374,Clément Turpin,,43884,Cyril Gringore,,43854,Paweł Gil,,11075,Paolo Valeri,
200039,1,2018-06-14,2018-07-15,3,2018-06-24T12:00:00Z,FINISHED,2.0,GROUP_STAGE,Group G,2018-06-24T19:26:57Z,HOME_TEAM,REGULAR,6,1,5,0,,,,,770,England,1836,Panama,56393,Gehad Grisha,,56394,Redouane Achik,,56395,Waleed Ahmed Ali,,56019,Norbert Hauata,,56020,Bertrand Brial,,43899,Danny Makkelie,,9559,Sander van Roekel,,43854,Paweł Gil,,55724,Mark Geiger,
200044,1,2018-06-14,2018-07-15,3,2018-06-24T15:00:00Z,FINISHED,2.0,GROUP_STAGE,Group H,2018-06-24T20:00:03Z,DRAW,REGULAR,2,2,1,1,,,,,766,Japan,804,Senegal,10988,Gianluca Rocchi,,11056,Elenito Di Liberatore,,11058,Mauro Tonolini,,56026,Abdelrahman Al Jassim,,56027,Taleb Salem Al Marri,,11054,Massimiliano Irrati,,49487,Hernán Maidana,,15713,Tiago Martins,,11075,Paolo Valeri,
200045,1,2018-06-14,2018-07-15,3,2018-06-24T18:00:00Z,FINISHED,2.0,GROUP_STAGE,Group H,2018-06-24T23:00:02Z,AWAY_TEAM,REGULAR,0,3,0,1,,,,,794,Poland,818,Colombia,56408,César Arturo Ramos,,56008,Marvin Torrentera,,56009,Miguel Ángel Hernández,,23895,Julio Bascuñán,,55659,Christian Schiemann,,49527,Mauro Vigliano,,82,Roberto Díaz,,18127,Gery Vargas,,11116,Daniele Orsato,
200004,1,2018-06-14,2018-07-15,3,2018-06-25T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group A,2018-06-26T16:30:00Z,HOME_TEAM,REGULAR,2,1,1,1,,,,,801,Saudi Arabia,825,Egypt,23062,Wilmar Roldán,,23046,Alexander Guzmán,,22961,Christian de la Cruz,,56024,Ricardo Montero,,56063,Hiroshi Yamauchi,,43540,Artur Soares Dias,,15713,Tiago Martins,,49528,Carlos Astroza,,11412,Wilton Pereira Sampaio,
200005,1,2018-06-14,2018-07-15,3,2018-06-25T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group A,2018-06-26T16:30:00Z,HOME_TEAM,REGULAR,3,0,2,0,,,,,758,Uruguay,808,Russia,55961,Malang Diédhiou,,55962,Djibril Camara,,55963,El Hadji Malick Samba,,55964,Bamlak Tessema,,56084,Hasan Mohamed Al Mahri,,9374,Clément Turpin,,43854,Paweł Gil,,43884,Cyril Gringore,,11116,Daniele Orsato,
200010,1,2018-06-14,2018-07-15,3,2018-06-25T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group B,2018-06-26T16:30:00Z,DRAW,REGULAR,1,1,0,1,,,,,840,Iran,765,Portugal,56073,Enrique Cáceres,,56074,Eduardo Cardozo,,56075,Juan Zorrilla,,55663,Mehdi Abid Charef,,55664,Anouar Hmila,,11054,Massimiliano Irrati,,18127,Gery Vargas,,49487,Hernán Maidana,,11075,Paolo Valeri,
200011,1,2018-06-14,2018-07-15,3,2018-06-25T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group B,2018-06-26T16:35:01Z,DRAW,REGULAR,2,2,1,1,,,,,760,Spain,815,Morocco,56184,Ravshan Irmatov,,56185,Abdukhamidullo Rasulov,,56186,Jakhongir Saidov,,55973,Mohammed Abdulla Hassan,,55974,Mohamed Ahmed Al Hammadi,,43878,Felix Zwayer,,15746,Bastian Dankert,,43876,Mark Borsch,,43899,Danny Makkelie,
200016,1,2018-06-14,2018-07-15,3,2018-06-26T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group C,2018-06-26T20:00:01Z,AWAY_TEAM,REGULAR,0,2,0,1,,,,,779,Australia,832,Peru,43938,Sergey Karasev,,43939,Anton Averianov,,43940,Tikhon Kalugin,,49525,Ryūji Satō,,55658,Toru Sagara,,43899,Danny Makkelie,,55667,Jair Marrufo,,43876,Mark Borsch,,15746,Bastian Dankert,
200017,1,2018-06-14,2018-07-15,3,2018-06-26T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group C,2018-06-26T18:00:02Z,DRAW,REGULAR,0,0,0,0,,,,,782,Denmark,773,France,49488,Sandro Ricci,,11448,Emerson Augusto De Carvalho,,11468,Marcelo Carvalho Van Gasse,,10988,Gianluca Rocchi,,11058,Mauro Tonolini,,49527,Mauro Vigliano,,11412,Wilton Pereira Sampaio,,49528,Carlos Astroza,,15713,Tiago Martins,
200022,1,2018-06-14,2018-07-15,3,2018-06-26T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group D,2018-06-27T10:00:00Z,AWAY_TEAM,REGULAR,1,2,0,1,,,,,776,Nigeria,762,Argentina,30687,Cüneyt Çakιr,,30688,Bahattin Duran,,30689,Tarık Ongun,,9558,Björn Kuipers,,9559,Sander van Roekel,,11116,Daniele Orsato,,43854,Paweł Gil,,43889,Paweł Sokolnicki,,11054,Massimiliano Irrati,
200023,1,2018-06-14,2018-07-15,3,2018-06-26T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group D,2018-06-26T23:00:02Z,AWAY_TEAM,REGULAR,1,2,0,0,,,,,1066,Iceland,799,Croatia,43869,Antonio Matéu,,134,Pau Cebrián,,82,Roberto Díaz,,56010,John Pitti,,56011,Gabriel Victoria,,11075,Paolo Valeri,,18127,Gery Vargas,,11056,Elenito Di Liberatore,,43878,Felix Zwayer,
200034,1,2018-06-14,2018-07-15,3,2018-06-27T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group F,2018-06-27T18:11:24Z,HOME_TEAM,REGULAR,2,0,0,0,,,,,772,Korea Republic,759,Germany,55724,Mark Geiger,,55725,Joe Fletcher,,56076,Frank Anderson,,23895,Julio Bascuñán,,55659,Christian Schiemann,,43899,Danny Makkelie,,56025,Corey Rockwell,,15713,Tiago Martins,,43540,Artur Soares Dias,
200035,1,2018-06-14,2018-07-15,3,2018-06-27T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group F,2018-06-27T19:00:00Z,AWAY_TEAM,REGULAR,0,3,0,0,,,,,769,Mexico,792,Sweden,49485,Néstor Pitana,,49487,Hernán Maidana,,49486,Juan Pablo Belatti,,29474,Andrés Cunha,,28832,Mauricio Espinosa,,49527,Mauro Vigliano,,49528,Carlos Astroza,,18127,Gery Vargas,,11412,Wilton Pereira Sampaio,
200028,1,2018-06-14,2018-07-15,3,2018-06-27T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group E,2018-06-28T09:05:00Z,AWAY_TEAM,REGULAR,0,2,0,1,,,,,780,Serbia,764,Brazil,55970,Alireza Faghani,,55971,Reza Sokhandan,,55972,Mohammadreza Mansouri,,56071,Nawaf Shukralla,,55664,Anouar Hmila,,11054,Massimiliano Irrati,,43889,Paweł Sokolnicki,,43854,Paweł Gil,,11075,Paolo Valeri,
200029,1,2018-06-14,2018-07-15,3,2018-06-27T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group E,2018-06-28T00:00:01Z,DRAW,REGULAR,2,2,1,0,,,,,788,Switzerland,793,Costa Rica,9374,Clément Turpin,,43883,Nicolas Danos,,43884,Cyril Gringore,,56019,Norbert Hauata,,56020,Bertrand Brial,,43878,Felix Zwayer,,15746,Bastian Dankert,,43876,Mark Borsch,,43888,Szymon Marciniak,
200046,1,2018-06-14,2018-07-15,3,2018-06-28T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group H,2018-06-28T19:00:01Z,AWAY_TEAM,REGULAR,0,1,0,0,,,,,766,Japan,794,Poland,56021,Janny Sikazwe,,56022,Jerson dos Santos,,33897,Zakhele Siwela,,56024,Ricardo Montero,,56018,Juan Carlos Mora,,11116,Daniele Orsato,,18127,Gery Vargas,,49528,Carlos Astroza,,11075,Paolo Valeri,
200047,1,2018-06-14,2018-07-15,3,2018-06-28T14:00:00Z,FINISHED,3.0,GROUP_STAGE,Group H,2018-06-28T19:00:01Z,AWAY_TEAM,REGULAR,0,1,0,0,,,,,804,Senegal,818,Colombia,9371,Milorad Mažić,,9372,Milovan Ristić,,56231,Dalibor Đurđević,,55964,Bamlak Tessema,,56084,Hasan Mohamed Al Mahri,,43899,Danny Makkelie,,15746,Bastian Dankert,,11056,Elenito Di Liberatore,,10988,Gianluca Rocchi,
200040,1,2018-06-14,2018-07-15,3,2018-06-28T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group G,2018-06-28T23:00:00Z,AWAY_TEAM,REGULAR,0,1,0,0,,,,,770,England,805,Belgium,9346,Damir Skomina,,9347,Jure Praprotnik,,9348,Robert Vukan,,55973,Mohammed Abdulla Hassan,,55974,Mohamed Ahmed Al Hammadi,,43540,Artur Soares Dias,,43854,Paweł Gil,,82,Roberto Díaz,,49527,Mauro Vigliano,
200041,1,2018-06-14,2018-07-15,3,2018-06-28T18:00:00Z,FINISHED,3.0,GROUP_STAGE,Group G,2018-06-28T23:00:01Z,AWAY_TEAM,REGULAR,1,2,1,0,,,,,1836,Panama,802,Tunisia,56071,Nawaf Shukralla,,56072,Yaser Tulefat,,56027,Taleb Salem Al Marri,,55663,Mehdi Abid Charef,,56063,Hiroshi Yamauchi,,15713,Tiago Martins,,56026,Abdelrahman Al Jassim,,56008,Marvin Torrentera,,49488,Sandro Ricci,
200048,1,2018-06-14,2018-07-15,3,2018-06-30T14:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-06-30T19:00:01Z,HOME_TEAM,REGULAR,4,3,1,1,,,,,773,France,762,Argentina,55970,Alireza Faghani,,55971,Reza Sokhandan,,55972,Mohammadreza Mansouri,,23895,Julio Bascuñán,,55659,Christian Schiemann,,11054,Massimiliano Irrati,,43854,Paweł Gil,,49528,Carlos Astroza,,11075,Paolo Valeri,
200049,1,2018-06-14,2018-07-15,3,2018-06-30T18:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-06-30T22:26:05Z,HOME_TEAM,REGULAR,2,1,1,0,,,,,758,Uruguay,765,Portugal,56408,César Arturo Ramos,,56008,Marvin Torrentera,,56009,Miguel Ángel Hernández,,55667,Jair Marrufo,,56025,Corey Rockwell,,55724,Mark Geiger,,15746,Bastian Dankert,,55725,Joe Fletcher,,43899,Danny Makkelie,
200050,1,2018-06-14,2018-07-15,3,2018-07-01T14:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-07-02T19:15:00Z,AWAY_TEAM,PENALTY_SHOOTOUT,1,1,1,1,0.0,0.0,3.0,4.0,760,Spain,808,Russia,9558,Björn Kuipers,,9559,Sander van Roekel,,9560,Erwin Zeinstra,,9374,Clément Turpin,,43899,Danny Makkelie,,43876,Mark Borsch,,43878,Felix Zwayer,,43883,Nicolas Danos,,43854,Paweł Gil,
200051,1,2018-06-14,2018-07-15,3,2018-07-01T18:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-07-02T19:15:00Z,HOME_TEAM,PENALTY_SHOOTOUT,1,1,1,1,0.0,0.0,3.0,2.0,799,Croatia,782,Denmark,49485,Néstor Pitana,,49487,Hernán Maidana,,49486,Juan Pablo Belatti,,56073,Enrique Cáceres,,56074,Eduardo Cardozo,,49527,Mauro Vigliano,,18127,Gery Vargas,,82,Roberto Díaz,,11116,Daniele Orsato,
200052,1,2018-06-14,2018-07-15,3,2018-07-02T14:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-07-02T19:00:01Z,HOME_TEAM,REGULAR,2,0,0,0,,,,,764,Brazil,769,Mexico,10988,Gianluca Rocchi,,11056,Elenito Di Liberatore,,11058,Mauro Tonolini,,43869,Antonio Matéu,,11054,Massimiliano Irrati,,49528,Carlos Astroza,,11116,Daniele Orsato,,43854,Paweł Gil,,134,Pau Cebrián,
200053,1,2018-06-14,2018-07-15,3,2018-07-02T18:00:00Z,FINISHED,,ROUND_OF_16,Round of 16,2018-07-02T23:00:01Z,HOME_TEAM,REGULAR,3,2,0,0,,,,,805,Belgium,766,Japan,55961,Malang Diédhiou,,55962,Djibril Camara,,55963,El Hadji Malick Samba,,55660,Bakary Papa Gassama,,43878,Felix Zwayer,,43876,Mark Borsch,,9374,Clément Turpin,,43899,Danny Makkelie,,55661,Jean-Claude Birumushahu,
